,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_classify,param_classify__alpha,param_classify__learning_rate,param_classify__learning_rate_init,param_classify__solver,param_reduce_dim,param_reduce_dim__k,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
22,3.8387038707733154,0.006047439575195312,0.9986792792880779,0.9991079685315312,"MLPRegressor(activation='relu', alpha=0.001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.01, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)",0.001,adaptive,0.01,adam,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'adam', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.01, 'classify': MLPRegressor(activation='relu', alpha=0.001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.01, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 0.001, 'reduce_dim__k': 10}",11,0.9985502211345396,0.9992009038791893,0.9988165962241301,0.9989821437987573,0.9989265040546146,0.999109979458731,0.998151071870299,0.998960424580702,0.9989520031568057,0.9992863909402762,0.43621484736442406,0.0018596683734470427,0.00030000447259370656,0.0001249613215509494
2,3.9028364181518556,0.005373430252075195,0.9986282599440636,0.9990562858853591,"MLPRegressor(activation='relu', alpha=0.10000000000000001, batch_size='auto',
       beta_1=0.9, beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.01, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)",0.1,adaptive,0.01,adam,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'adam', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.01, 'classify': MLPRegressor(activation='relu', alpha=0.10000000000000001, batch_size='auto',
       beta_1=0.9, beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.01, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 0.10000000000000001, 'reduce_dim__k': 10}",12,0.9988534391864357,0.9994295628105259,0.9985261056899294,0.9988042097812562,0.9992623393438617,0.9993818422264474,0.9977825563784973,0.9986854408622766,0.9987168591215939,0.9989803737462897,1.0693275841814651,0.0021872448219394623,0.00048708566046472485,0.00030071702324531994
33,5.2498987197875975,0.006509160995483399,0.9985739190489132,0.9988293546965735,"MLPRegressor(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.01, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='sgd', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)",0.0001,adaptive,0.01,sgd,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'sgd', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.01, 'classify': MLPRegressor(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.01, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='sgd', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 0.0001, 'reduce_dim__k': 10}",13,0.9985893009122968,0.9989643555489878,0.9987838292152738,0.9988736865411235,0.9986188565991279,0.9986537848870738,0.9982379673135127,0.998802043603632,0.9986396412043553,0.99885290290205,0.5201039087684614,0.0018554729911891407,0.00018083209522457805,0.00010228950520984207
13,6.002609968185425,0.011974239349365234,0.998476125784863,0.9987690570827971,"MLPRegressor(activation='relu', alpha=0.01, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.01, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='sgd', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)",0.01,adaptive,0.01,sgd,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'sgd', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.01, 'classify': MLPRegressor(activation='relu', alpha=0.01, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.01, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='sgd', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 0.01, 'reduce_dim__k': 10}",14,0.9985032726822374,0.9988974710311074,0.9984895519962667,0.9986322307095417,0.9987207396265904,0.9987191644725174,0.9983206744084334,0.9988215496756756,0.9983463902107865,0.998774869525143,0.9946701658060264,0.009935835063301268,0.00014265314463350032,8.99890303231748e-05
3,5.0352123260498045,0.003602457046508789,0.9984649461338678,0.998737597846177,"MLPRegressor(activation='relu', alpha=0.10000000000000001, batch_size='auto',
       beta_1=0.9, beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.01, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='sgd', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)",0.1,adaptive,0.01,sgd,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'sgd', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.01, 'classify': MLPRegressor(activation='relu', alpha=0.10000000000000001, batch_size='auto',
       beta_1=0.9, beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.01, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='sgd', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 0.10000000000000001, 'reduce_dim__k': 10}",15,0.9981182344825387,0.9986755424659994,0.9986838990327694,0.9988350927780165,0.9987899855860835,0.9986548775156858,0.9982464824201617,0.9987595371217018,0.9984861291477869,0.9987629393494818,0.4012567742873893,0.0008733610081066699,0.0002537617389940509,6.530284621706225e-05
23,6.511709928512573,0.0077610969543457035,0.9984611398601313,0.998675638287596,"MLPRegressor(activation='relu', alpha=0.001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.01, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='sgd', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)",0.001,adaptive,0.01,sgd,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'sgd', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.01, 'classify': MLPRegressor(activation='relu', alpha=0.001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.01, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='sgd', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 0.001, 'reduce_dim__k': 10}",16,0.9984135198448555,0.9987424651388442,0.9988081568405007,0.9988063124765922,0.9985288312093518,0.9984830763496008,0.9979291231952011,0.9985821298777733,0.9986260682107481,0.998764207595169,0.3088060564789491,0.002446042523897878,0.00029580860767715404,0.00012264584512620207
53,6.166633939743042,0.006923103332519531,0.9984547631502182,0.9987281231082242,"MLPRegressor(activation='relu', alpha=9.9999999999999995e-07,
       batch_size='auto', beta_1=0.9, beta_2=0.999, early_stopping=False,
       epsilon=1e-08, hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.01, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='sgd', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","0,000001",adaptive,0.01,sgd,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'sgd', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.01, 'classify': MLPRegressor(activation='relu', alpha=9.9999999999999995e-07,
       batch_size='auto', beta_1=0.9, beta_2=0.999, early_stopping=False,
       epsilon=1e-08, hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.01, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='sgd', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 9.9999999999999995e-07, 'reduce_dim__k': 10}",17,0.9980981245461552,0.9986016453081007,0.9986376680025363,0.9987082722814862,0.9988158771660877,0.9988126111339851,0.9980363127999705,0.9986552213974407,0.9986858332363419,0.9988628654201083,0.5100673052914196,0.0028046359134021462,0.0003223484734539546,9.695263357977556e-05
43,5.0784026145935055,0.007344961166381836,0.9984527419285729,0.9986996724261411,"MLPRegressor(activation='relu', alpha=1.0000000000000001e-05,
       batch_size='auto', beta_1=0.9, beta_2=0.999, early_stopping=False,
       epsilon=1e-08, hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.01, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='sgd', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","0,00001",adaptive,0.01,sgd,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'sgd', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.01, 'classify': MLPRegressor(activation='relu', alpha=1.0000000000000001e-05,
       batch_size='auto', beta_1=0.9, beta_2=0.999, early_stopping=False,
       epsilon=1e-08, hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.01, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='sgd', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 1.0000000000000001e-05, 'reduce_dim__k': 10}",18,0.9982817435873385,0.9987378940028618,0.9986573149557231,0.9987362274247277,0.9988067191691784,0.9988230745721115,0.9980446727403344,0.9985132797336149,0.9984732591902898,0.9986878863973893,0.5980223811724176,0.0020456294802232025,0.0002695670096384264,0.0001028653418598135
4,11.487864255905151,0.005445241928100586,0.998382507809766,0.9987271285935815,"MLPRegressor(activation='relu', alpha=0.10000000000000001, batch_size='auto',
       beta_1=0.9, beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)",0.1,adaptive,0.001,adam,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'adam', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.001, 'classify': MLPRegressor(activation='relu', alpha=0.10000000000000001, batch_size='auto',
       beta_1=0.9, beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 0.10000000000000001, 'reduce_dim__k': 10}",19,0.9982213355970914,0.9987323756751817,0.9986410181424773,0.9987586681911196,0.998821173971139,0.9987757138454664,0.9979986611975731,0.9987470337317848,0.9982303501405484,0.998621851524355,1.2380136435546711,0.002331210932997924,0.00030190139230695616,5.452023589587575e-05
14,12.617054557800293,0.01017932891845703,0.998210183545803,0.9987374366958557,"MLPRegressor(activation='relu', alpha=0.01, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)",0.01,adaptive,0.001,adam,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'adam', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.001, 'classify': MLPRegressor(activation='relu', alpha=0.01, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 0.01, 'reduce_dim__k': 10}",20,0.9980789542765984,0.9987720364386812,0.9985329658028884,0.99879163495247,0.9986343060295517,0.9986720105946985,0.9978795970243791,0.9987509729183435,0.9979250945955976,0.9987005285750852,2.6627041796651905,0.007226726900162115,0.0003136407325213499,4.463318638481866e-05
24,10.53700032234192,0.0067409038543701175,0.998200254215021,0.9986775317833523,"MLPRegressor(activation='relu', alpha=0.001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)",0.001,adaptive,0.001,adam,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'adam', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.001, 'classify': MLPRegressor(activation='relu', alpha=0.001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 0.001, 'reduce_dim__k': 10}",21,0.9982431681378802,0.9988440470077327,0.9981399521563383,0.9984345472222863,0.9985982188194821,0.9987544297105276,0.9978668943698719,0.9987046001242644,0.9981530375915326,0.9986500348519507,1.2273811831204413,0.001513698590202941,0.00023546208414600134,0.00013723766566579206
34,10.569681978225708,0.006466484069824219,0.998192013704443,0.9987426483646956,"MLPRegressor(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)",0.0001,adaptive,0.001,adam,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'adam', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.001, 'classify': MLPRegressor(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 0.0001, 'reduce_dim__k': 10}",22,0.997916806827918,0.998825149566882,0.9984764416146769,0.9986738175054372,0.9985934101732516,0.9987714475231623,0.9978256970583419,0.9987950333491715,0.9981477128480261,0.9986477938788253,1.3492846267090965,0.000799467838646517,0.00030129973025834695,6.944794765160473e-05
54,13.569710540771485,0.007226324081420899,0.9981491624613027,0.9986418296861116,"MLPRegressor(activation='relu', alpha=9.9999999999999995e-07,
       batch_size='auto', beta_1=0.9, beta_2=0.999, early_stopping=False,
       epsilon=1e-08, hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","0,000001",adaptive,0.001,adam,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'adam', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.001, 'classify': MLPRegressor(activation='relu', alpha=9.9999999999999995e-07,
       batch_size='auto', beta_1=0.9, beta_2=0.999, early_stopping=False,
       epsilon=1e-08, hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 9.9999999999999995e-07, 'reduce_dim__k': 10}",23,0.9976067440728629,0.9986027003729872,0.9983959819652988,0.9986314053963501,0.9985110407384011,0.9986724737074594,0.9980882159246993,0.9988110178038156,0.998143829605251,0.9984915511499458,0.7240256558300183,0.0027208395627603887,0.0003129972468836983,0.00010371796624631362
44,11.87630352973938,0.006758308410644532,0.998124040508049,0.9987900281687192,"MLPRegressor(activation='relu', alpha=1.0000000000000001e-05,
       batch_size='auto', beta_1=0.9, beta_2=0.999, early_stopping=False,
       epsilon=1e-08, hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","0,00001",adaptive,0.001,adam,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'adam', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.001, 'classify': MLPRegressor(activation='relu', alpha=1.0000000000000001e-05,
       batch_size='auto', beta_1=0.9, beta_2=0.999, early_stopping=False,
       epsilon=1e-08, hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 1.0000000000000001e-05, 'reduce_dim__k': 10}",24,0.9978897156967153,0.9988733270493322,0.9985421775146813,0.9989411018987612,0.9987079538312942,0.9988586794432269,0.9973846769489507,0.9986522188900694,0.9980956785486038,0.9986248135622068,0.9593805214745682,0.0026169694167983907,0.00047289836452483466,0.00012709227860003267
10,1.3978448867797852,0.00809340476989746,0.9980404522460059,0.9984572269814164,"MLPRegressor(activation='relu', alpha=0.01, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.10000000000000001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)",0.01,adaptive,0.1,adam,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'adam', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.10000000000000001, 'classify': MLPRegressor(activation='relu', alpha=0.01, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.10000000000000001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 0.01, 'reduce_dim__k': 10}",25,0.9963527780816858,0.9971971036690429,0.9987549823565354,0.9988786966994689,0.9989651956422054,0.9991687208016877,0.9977162105811609,0.9983218394916269,0.9984130945684427,0.998719774245256,0.2971450573124997,0.003432523530728492,0.0009442396592257866,0.0006868816171725525
30,1.068767786026001,0.005916213989257813,0.9977891694823091,0.9980820812249938,"MLPRegressor(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.10000000000000001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)",0.0001,adaptive,0.1,adam,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'adam', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.10000000000000001, 'classify': MLPRegressor(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.10000000000000001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 0.0001, 'reduce_dim__k': 10}",26,0.9975317031264862,0.9982541851486221,0.9977728883339234,0.9979011169419976,0.9972899682587053,0.9974378389840589,0.9984381315610511,0.9988803515160176,0.9979131561313798,0.997936913534273,0.30809080445492415,0.002246573471619358,0.0003878866665957766,0.00047659731707466415
40,1.3321542263031005,0.013614654541015625,0.9975849207848724,0.9980257841006533,"MLPRegressor(activation='relu', alpha=1.0000000000000001e-05,
       batch_size='auto', beta_1=0.9, beta_2=0.999, early_stopping=False,
       epsilon=1e-08, hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.10000000000000001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","0,00001",adaptive,0.1,adam,"SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>)",10,"{'classify__solver': 'adam', 'classify__learning_rate': 'adaptive', 'classify__learning_rate_init': 0.10000000000000001, 'classify': MLPRegressor(activation='relu', alpha=1.0000000000000001e-05,
       batch_size='auto', beta_1=0.9, beta_2=0.999, early_stopping=False,
       epsilon=1e-08, hidden_layer_sizes=(100,), learning_rate='adaptive',
       learning_rate_init=0.10000000000000001, max_iter=200, momentum=0.9,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'reduce_dim': SelectKBest(k=10, score_func=<function f_regression at 0x7fc2f36e5bf8>), 'classify__alpha': 1.0000000000000001e-05, 'reduce_dim__k': 10}",27,0.9968111420488995,0.9976993058632341,0.9977968851991456,0.9977754125293308,0.9984763294417016,0.9985857971596912,0.9972797895089445,0.9983372568352229,0.9975604577256706,0.9977311481157883,0.38362741391251975,0.016373684261228583,0.0005535296514997027,0.0003651613937659546
